,t,ml,mr,sl,sr,p,i,d
5453,288454,37.87,42.13,245.00,269.00,1.75,0.00,0.00
5454,288461,37.60,42.40,255.00,282.00,1.75,0.00,0.00
5455,288468,41.96,38.04,300.00,278.00,1.75,0.00,0.00
5456,288476,43.20,36.80,346.00,310.00,1.75,0.00,0.00
5457,288483,46.85,33.15,368.00,291.00,1.75,0.00,0.00
5458,288490,46.49,33.51,371.00,298.00,1.75,0.00,0.00
5459,288496,44.27,35.73,369.00,321.00,1.75,0.00,0.00
5460,288503,43.73,36.27,364.00,322.00,1.75,0.00,0.00
5461,288510,46.93,33.07,360.00,282.00,1.75,0.00,0.00
5462,288518,48.09,31.91,358.00,267.00,1.75,0.00,0.00
5463,288525,48.98,31.02,365.00,264.00,1.75,0.00,0.00
5464,288532,49.16,30.84,377.00,274.00,1.75,0.00,0.00
5465,288539,44.62,35.38,351.00,299.00,1.75,0.00,0.00
5466,288545,44.98,35.02,349.00,293.00,1.75,0.00,0.00
5467,288552,39.02,40.98,320.00,331.00,1.75,0.00,0.00
5468,288560,36.27,43.73,319.00,361.00,1.75,0.00,0.00
5469,288567,32.80,47.20,321.00,402.00,1.75,0.00,0.00
5470,288573,31.29,48.71,346.00,444.00,1.75,0.00,0.00
5471,288580,31.73,48.27,349.00,442.00,1.75,0.00,0.00
5472,288587,34.49,45.51,368.00,430.00,1.75,0.00,0.00
5473,288594,34.67,45.33,366.00,426.00,1.75,0.00,0.00
5474,288602,34.04,45.96,369.00,436.00,1.75,0.00,0.00
5475,288608,30.04,49.96,323.00,435.00,1.75,0.00,0.00
5476,288615,30.84,49.16,306.00,409.00,1.75,0.00,0.00
5477,288622,32.09,47.91,309.00,398.00,1.75,0.00,0.00
5478,288629,38.49,41.51,348.00,365.00,1.75,0.00,0.00
5479,288636,41.69,38.31,386.00,367.00,1.75,0.00,0.00
5480,288643,46.31,33.69,408.00,337.00,1.75,0.00,0.00
5481,288650,45.87,34.13,418.00,352.00,1.75,0.00,0.00
5482,288657,46.31,33.69,406.00,335.00,1.75,0.00,0.00
5483,288664,44.00,36.00,363.00,318.00,1.75,0.00,0.00
5484,288671,43.47,36.53,331.00,292.00,1.75,0.00,0.00
5485,288678,43.91,36.09,342.00,298.00,1.75,0.00,0.00
5486,288686,43.64,36.36,345.00,304.00,1.75,0.00,0.00
5487,288692,44.98,35.02,352.00,296.00,1.75,0.00,0.00
5488,288699,43.73,36.27,341.00,299.00,1.75,0.00,0.00
5489,288706,42.22,37.78,337.00,312.00,1.75,0.00,0.00
5490,288713,41.42,38.58,337.00,321.00,1.75,0.00,0.00
5491,288720,41.78,38.22,348.00,328.00,1.75,0.00,0.00
5492,288727,43.29,36.71,361.00,324.00,1.75,0.00,0.00
5493,288734,47.47,32.53,402.00,318.00,1.75,0.00,0.00
5494,288741,47.02,32.98,414.00,335.00,1.75,0.00,0.00
5495,288748,45.60,34.40,408.00,345.00,1.75,0.00,0.00
5496,288755,43.56,36.44,377.00,337.00,1.75,0.00,0.00
5497,288762,41.16,38.84,347.00,334.00,1.75,0.00,0.00
5498,288769,40.53,39.47,351.00,345.00,1.75,0.00,0.00
5499,288776,43.91,36.09,371.00,327.00,1.75,0.00,0.00
5500,288783,44.36,35.64,387.00,338.00,1.75,0.00,0.00
5501,288790,44.44,35.56,386.00,336.00,1.75,0.00,0.00
5502,288797,45.33,34.67,405.00,345.00,1.75,0.00,0.00
5503,288804,44.27,35.73,395.00,347.00,1.75,0.00,0.00
5504,288811,45.60,34.40,409.00,346.00,1.75,0.00,0.00
5505,288818,47.65,32.35,436.00,350.00,1.75,0.00,0.00
5506,288825,45.42,34.58,445.00,384.00,1.75,0.00,0.00
5507,288832,41.07,38.93,421.00,409.00,1.75,0.00,0.00
5508,288839,35.29,44.71,394.00,447.00,1.75,0.00,0.00
5509,288846,28.80,51.20,380.00,506.00,1.75,0.00,0.00
5510,288852,24.80,55.20,364.00,535.00,1.75,0.00,0.00
5511,288860,25.86,54.14,401.00,560.00,1.75,0.00,0.00
5512,288867,26.58,53.42,409.00,560.00,1.75,0.00,0.00
5513,288874,24.98,55.02,395.00,564.00,1.75,0.00,0.00
5514,288881,23.29,56.71,371.00,559.00,1.75,0.00,0.00
5515,288887,21.95,58.05,368.00,571.00,1.75,0.00,0.00
5516,288894,23.82,56.18,359.00,541.00,1.75,0.00,0.00
5517,288902,27.11,52.89,382.00,527.00,1.75,0.00,0.00
5518,288909,33.15,46.85,408.00,485.00,1.75,0.00,0.00
5519,288916,35.29,44.71,418.00,471.00,1.75,0.00,0.00
5520,288922,37.78,42.22,416.00,441.00,1.75,0.00,0.00
5521,288929,38.04,41.96,409.00,431.00,1.75,0.00,0.00
5522,288936,36.98,43.02,382.00,416.00,1.75,0.00,0.00
5523,288943,37.16,42.84,370.00,402.00,1.75,0.00,0.00
5524,288950,35.64,44.36,372.00,421.00,1.75,0.00,0.00
5525,288957,34.75,45.25,354.00,413.00,1.75,0.00,0.00
5526,288964,34.22,45.78,325.00,390.00,1.75,0.00,0.00
5527,288971,34.49,45.51,320.00,382.00,1.75,0.00,0.00
5528,288977,35.82,44.18,331.00,378.00,1.75,0.00,0.00
5529,288985,36.09,43.91,335.00,379.00,1.75,0.00,0.00
5530,288992,37.96,42.04,371.00,394.00,1.75,0.00,0.00
5531,288998,38.76,41.24,391.00,405.00,1.75,0.00,0.00
5532,289005,38.22,41.78,403.00,423.00,1.75,0.00,0.00
5533,289012,36.80,43.20,411.00,447.00,1.75,0.00,0.00
5534,289019,34.04,45.96,410.00,477.00,1.75,0.00,0.00
5535,289027,34.22,45.78,410.00,475.00,1.75,0.00,0.00
5536,289033,35.82,44.18,419.00,466.00,1.75,0.00,0.00
5537,289040,36.00,44.00,414.00,459.00,1.75,0.00,0.00
5538,289047,39.47,40.53,436.00,442.00,1.75,0.00,0.00
5539,289053,37.51,42.49,424.00,452.00,1.75,0.00,0.00
5540,289060,33.60,46.40,415.00,487.00,1.75,0.00,0.00
5541,289068,32.18,47.82,419.00,507.00,1.75,0.00,0.00
5542,289075,29.42,50.58,410.00,529.00,1.75,0.00,0.00
5543,289082,24.89,55.11,391.00,561.00,1.75,0.00,0.00
5544,289088,25.95,54.05,391.00,549.00,1.75,0.00,0.00
5545,289095,23.91,56.09,392.00,573.00,1.75,0.00,0.00
5546,289102,24.53,55.47,400.00,574.00,1.75,0.00,0.00
5547,289110,25.42,54.58,418.00,582.00,1.75,0.00,0.00
5548,289117,26.40,53.60,423.00,576.00,1.75,0.00,0.00
5549,289123,20.80,59.20,400.00,616.00,1.75,0.00,0.00
5550,289130,20.35,59.65,362.00,583.00,1.75,0.00,0.00
5551,289137,17.77,62.22,354.00,604.00,1.75,0.00,0.00
5552,289144,19.02,60.98,353.00,589.00,1.75,0.00,0.00
5553,289152,24.53,55.47,345.00,519.00,1.75,0.00,0.00
5554,289159,27.55,52.45,350.00,490.00,1.75,0.00,0.00
5555,289165,27.91,52.09,360.00,496.00,1.75,0.00,0.00
5556,289172,31.20,48.80,360.00,459.00,1.75,0.00,0.00
5557,289179,31.64,48.36,363.00,457.00,1.75,0.00,0.00
5558,289186,33.07,46.93,364.00,442.00,1.75,0.00,0.00
5559,289193,33.87,46.13,351.00,420.00,1.75,0.00,0.00
5560,289200,37.96,42.04,375.00,398.00,1.75,0.00,0.00
5561,289207,35.64,44.36,365.00,414.00,1.75,0.00,0.00
5562,289214,36.27,43.73,360.00,402.00,1.75,0.00,0.00
5563,289220,36.71,43.29,366.00,403.00,1.75,0.00,0.00
5564,289227,36.80,43.20,356.00,392.00,1.75,0.00,0.00
5565,289234,38.58,41.42,356.00,372.00,1.75,0.00,0.00
5566,289242,40.44,39.56,360.00,355.00,1.75,0.00,0.00
5567,289248,40.89,39.11,390.00,380.00,1.75,0.00,0.00
5568,289255,37.69,42.31,373.00,399.00,1.75,0.00,0.00
5569,289262,38.84,41.16,399.00,412.00,1.75,0.00,0.00
5570,289269,41.60,38.40,420.00,402.00,1.75,0.00,0.00
5571,289275,41.33,38.67,429.00,414.00,1.75,0.00,0.00
5572,289283,38.04,41.96,425.00,447.00,1.75,0.00,0.00
5573,289290,34.04,45.96,399.00,466.00,1.75,0.00,0.00
5574,289297,32.62,47.38,384.00,467.00,1.75,0.00,0.00
5575,289304,27.20,52.80,366.00,510.00,1.75,0.00,0.00
5576,289310,24.53,55.47,345.00,519.00,1.75,0.00,0.00
5577,289317,23.73,56.27,343.00,526.00,1.75,0.00,0.00
5578,289325,23.64,56.36,332.00,516.00,1.75,0.00,0.00
5579,289332,26.31,53.69,340.00,494.00,1.75,0.00,0.00
5580,289339,29.51,50.49,391.00,509.00,1.75,0.00,0.00
5581,289345,31.20,48.80,385.00,484.00,1.75,0.00,0.00
5582,289352,31.47,48.53,386.00,482.00,1.75,0.00,0.00
5583,289359,34.49,45.51,400.00,462.00,1.75,0.00,0.00
5584,289367,35.64,44.36,409.00,458.00,1.75,0.00,0.00
5585,289374,35.64,44.36,396.00,445.00,1.75,0.00,0.00
5586,289380,34.31,45.69,365.00,429.00,1.75,0.00,0.00
5587,289387,33.24,46.76,337.00,413.00,1.75,0.00,0.00
5588,289394,33.33,46.67,335.00,410.00,1.75,0.00,0.00
5589,289401,34.67,45.33,341.00,401.00,1.75,0.00,0.00
5590,289408,35.02,44.98,352.00,408.00,1.75,0.00,0.00
5591,289415,35.91,44.09,385.00,431.00,1.75,0.00,0.00
5592,289422,36.27,43.73,380.00,422.00,1.75,0.00,0.00
5593,289429,37.33,42.67,395.00,425.00,1.75,0.00,0.00
5594,289435,40.80,39.20,407.00,398.00,1.75,0.00,0.00
5595,289442,43.02,36.98,443.00,409.00,1.75,0.00,0.00
5596,289449,42.49,37.51,431.00,403.00,1.75,0.00,0.00
5597,289457,43.02,36.98,413.00,379.00,1.75,0.00,0.00
5598,289464,39.02,40.98,414.00,425.00,1.75,0.00,0.00
5599,289470,35.38,44.62,393.00,445.00,1.75,0.00,0.00
5600,289477,35.20,44.80,393.00,447.00,1.75,0.00,0.00
5601,289484,37.69,42.31,418.00,444.00,1.75,0.00,0.00
5602,289491,39.29,40.71,426.00,434.00,1.75,0.00,0.00
5603,289498,40.18,39.82,435.00,433.00,1.75,0.00,0.00
5604,289505,38.31,41.69,405.00,424.00,1.75,0.00,0.00
5605,289512,34.40,45.60,396.00,459.00,1.75,0.00,0.00
5606,289519,30.04,49.96,370.00,482.00,1.75,0.00,0.00
5607,289525,29.60,50.40,358.00,475.00,1.75,0.00,0.00
5608,289532,26.66,53.33,342.00,492.00,1.75,0.00,0.00
5609,289540,29.15,50.85,353.00,475.00,1.75,0.00,0.00
5610,289547,32.53,47.47,387.00,471.00,1.75,0.00,0.00
5611,289554,37.96,42.04,423.00,446.00,1.75,0.00,0.00
5612,289560,35.64,44.36,411.00,460.00,1.75,0.00,0.00
5613,289567,33.78,46.22,375.00,445.00,1.75,0.00,0.00
5614,289574,30.49,49.51,318.00,425.00,1.75,0.00,0.00
5615,289582,29.07,50.93,310.00,433.00,1.75,0.00,0.00
5616,289588,34.13,45.87,331.00,397.00,1.75,0.00,0.00
5617,289595,38.58,41.42,366.00,382.00,1.75,0.00,0.00
5618,289602,43.20,36.80,409.00,373.00,1.75,0.00,0.00
5619,289609,43.29,36.71,421.00,384.00,1.75,0.00,0.00
5620,289616,44.09,35.91,426.00,380.00,1.75,0.00,0.00
5621,289623,43.38,36.62,427.00,389.00,1.75,0.00,0.00
5622,289630,42.58,37.42,428.00,399.00,1.75,0.00,0.00
5623,289637,41.42,38.58,400.00,384.00,1.75,0.00,0.00
5624,289644,42.13,37.87,394.00,370.00,1.75,0.00,0.00
5625,289651,42.22,37.78,390.00,365.00,1.75,0.00,0.00
5626,289657,40.18,39.82,386.00,384.00,1.75,0.00,0.00
5627,289665,38.76,41.24,374.00,388.00,1.75,0.00,0.00
5628,289672,38.58,41.42,374.00,390.00,1.75,0.00,0.00
5629,289679,37.51,42.49,373.00,401.00,1.75,0.00,0.00
5630,289685,36.53,43.47,363.00,402.00,1.75,0.00,0.00
5631,289692,36.27,43.73,359.00,401.00,1.75,0.00,0.00
5632,289699,33.69,46.31,343.00,414.00,1.75,0.00,0.00
5633,289707,35.02,44.98,348.00,404.00,1.75,0.00,0.00
5634,289713,35.02,44.98,359.00,415.00,1.75,0.00,0.00
5635,289720,32.18,47.82,344.00,432.00,1.75,0.00,0.00
5636,289727,37.96,42.04,371.00,394.00,1.75,0.00,0.00
5637,289733,35.38,44.62,364.00,416.00,1.75,0.00,0.00
5638,289740,35.91,44.09,373.00,419.00,1.75,0.00,0.00
5639,289747,35.56,44.44,377.00,427.00,1.75,0.00,0.00
5640,289755,37.33,42.67,382.00,412.00,1.75,0.00,0.00
5641,289761,37.87,42.13,381.00,405.00,1.75,0.00,0.00
5642,289768,40.09,39.91,374.00,373.00,1.75,0.00,0.00
5643,289775,39.91,40.09,374.00,375.00,1.75,0.00,0.00
5644,289782,40.98,39.02,371.00,360.00,1.75,0.00,0.00
5645,289788,44.44,35.56,383.00,333.00,1.75,0.00,0.00
5646,289796,44.44,35.56,393.00,343.00,1.75,0.00,0.00
5647,289803,44.89,35.11,391.00,336.00,1.75,0.00,0.00
5648,289810,47.73,32.27,435.00,348.00,1.75,0.00,0.00
5649,289817,46.67,33.33,427.00,352.00,1.75,0.00,0.00
5650,289824,40.80,39.20,389.00,380.00,1.75,0.00,0.00
5651,289830,38.67,41.33,400.00,415.00,1.75,0.00,0.00
5652,289838,34.67,45.33,386.00,446.00,1.75,0.00,0.00
5653,289845,32.62,47.38,393.00,476.00,1.75,0.00,0.00
5654,289852,34.84,45.16,383.00,441.00,1.75,0.00,0.00
5655,289859,31.29,48.71,354.00,452.00,1.75,0.00,0.00
5656,289865,30.04,49.96,326.00,438.00,1.75,0.00,0.00
5657,289872,27.38,52.62,283.00,425.00,1.75,0.00,0.00
5658,289880,25.15,54.85,258.00,425.00,1.75,0.00,0.00
5659,289887,26.04,53.96,253.00,410.00,1.75,0.00,0.00
5660,289894,30.13,49.87,285.00,396.00,1.75,0.00,0.00
5661,289900,34.75,45.25,342.00,401.00,1.75,0.00,0.00
5662,289907,37.24,42.76,361.00,392.00,1.75,0.00,0.00
5663,289914,32.71,47.29,368.00,450.00,1.75,0.00,0.00
5664,289922,32.53,47.47,372.00,456.00,1.75,0.00,0.00
5665,289928,33.07,46.93,379.00,457.00,1.75,0.00,0.00
5666,289935,31.11,48.89,374.00,474.00,1.75,0.00,0.00
5667,289942,29.51,50.49,372.00,490.00,1.75,0.00,0.00
5668,289949,31.02,48.98,390.00,491.00,1.75,0.00,0.00
5669,289956,31.91,48.09,409.00,500.00,1.75,0.00,0.00
5670,289964,28.44,51.56,362.00,492.00,1.75,0.00,0.00
5671,289970,26.04,53.96,337.00,494.00,1.75,0.00,0.00
5672,289977,24.71,55.29,308.00,480.00,1.75,0.00,0.00
5673,289984,17.33,62.67,298.00,553.00,1.75,0.00,0.00
5674,289991,24.44,55.56,309.00,484.00,1.75,0.00,0.00
5675,289998,22.75,57.25,330.00,524.00,1.75,0.00,0.00
5676,290004,23.73,56.27,319.00,502.00,1.75,0.00,0.00
5677,290012,22.84,57.16,322.00,515.00,1.75,0.00,0.00
5678,290019,22.04,57.96,318.00,520.00,1.75,0.00,0.00
5679,290026,22.75,57.25,310.00,504.00,1.75,0.00,0.00
5680,290033,21.86,58.14,306.00,510.00,1.75,0.00,0.00
5681,290039,25.51,54.49,328.00,491.00,1.75,0.00,0.00
5682,290046,25.51,54.49,316.00,479.00,1.75,0.00,0.00
5683,290054,25.33,54.67,317.00,482.00,1.75,0.00,0.00
5684,290061,24.80,55.20,320.00,491.00,1.75,0.00,0.00
5685,290068,22.31,57.69,317.00,516.00,1.75,0.00,0.00
5686,290074,23.29,56.71,313.00,501.00,1.75,0.00,0.00
5687,290081,26.22,53.78,330.00,485.00,1.75,0.00,0.00
5688,290088,25.60,54.40,334.00,496.00,1.75,0.00,0.00
5689,290096,28.27,51.73,359.00,491.00,1.75,0.00,0.00
5690,290103,30.31,49.69,356.00,465.00,1.75,0.00,0.00
5691,290109,26.58,53.42,334.00,485.00,1.75,0.00,0.00
5692,290116,26.22,53.78,307.00,462.00,1.75,0.00,0.00
5693,290123,25.15,54.85,371.00,538.00,1.75,0.00,0.00
5694,290130,27.38,52.62,419.00,561.00,1.75,0.00,0.00
5695,290138,26.31,53.69,370.00,524.00,1.75,0.00,0.00
5696,290144,24.62,55.38,357.00,530.00,1.75,0.00,0.00
5697,290151,22.31,57.69,344.00,543.00,1.75,0.00,0.00
5698,290158,24.18,55.82,350.00,528.00,1.75,0.00,0.00
5699,290165,22.93,57.07,361.00,553.00,1.75,0.00,0.00
5700,290172,20.26,59.74,332.00,554.00,1.75,0.00,0.00
5701,290180,21.33,58.67,343.00,553.00,1.75,0.00,0.00
5702,290186,20.35,59.65,332.00,553.00,1.75,0.00,0.00
5703,290193,20.26,59.74,341.00,563.00,1.75,0.00,0.00
5704,290200,18.93,61.07,349.00,586.00,1.75,0.00,0.00
5705,290207,19.02,60.98,365.00,601.00,1.75,0.00,0.00
5706,290214,16.44,63.56,377.00,642.00,1.75,0.00,0.00
5707,290221,11.29,68.71,339.00,662.00,1.75,0.00,0.00
5708,290228,9.15,70.85,317.00,664.00,1.75,0.00,0.00
5709,290235,7.11,72.89,298.00,668.00,1.75,0.00,0.00
5710,290242,3.91,76.09,266.00,672.00,1.75,0.00,0.00
5711,290248,4.71,75.29,278.00,675.00,1.75,0.00,0.00
5712,290255,5.77,74.23,298.00,683.00,1.75,0.00,0.00
5713,290263,5.95,74.05,325.00,708.00,1.75,0.00,0.00
5714,290269,5.33,74.67,338.00,728.00,1.75,0.00,0.00
5715,290276,6.66,73.34,354.00,729.00,1.75,0.00,0.00
5716,290283,6.04,73.96,348.00,730.00,1.75,0.00,0.00
5717,290290,4.97,75.03,335.00,729.00,1.75,0.00,0.00
5718,290296,4.97,75.03,318.00,712.00,1.75,0.00,0.00
5719,290304,7.37,72.63,349.00,716.00,1.75,0.00,0.00
5720,290311,8.88,71.12,353.00,703.00,1.75,0.00,0.00
5721,290318,10.04,69.96,344.00,681.00,1.75,0.00,0.00
5722,290324,11.46,68.54,340.00,661.00,1.75,0.00,0.00
5723,290331,11.73,68.27,322.00,640.00,1.75,0.00,0.00
5724,290338,11.55,68.45,318.00,638.00,1.75,0.00,0.00
5725,290345,12.53,67.47,334.00,643.00,1.75,0.00,0.00
5726,290353,15.37,64.63,360.00,637.00,1.75,0.00,0.00
5727,290359,18.84,61.16,394.00,632.00,1.75,0.00,0.00
5728,290366,22.49,57.51,431.00,628.00,1.75,0.00,0.00
5729,290373,24.18,55.82,449.00,627.00,1.75,0.00,0.00
5730,290380,25.33,54.67,463.00,628.00,1.75,0.00,0.00
5731,290387,24.09,55.91,461.00,640.00,1.75,0.00,0.00
5732,290394,20.89,59.11,452.00,667.00,1.75,0.00,0.00
5733,290401,18.22,61.78,434.00,679.00,1.75,0.00,0.00
5734,290408,18.31,61.69,422.00,666.00,1.75,0.00,0.00
5735,290415,19.73,60.27,426.00,654.00,1.75,0.00,0.00
5736,290422,18.04,61.96,414.00,661.00,1.75,0.00,0.00
5737,290428,16.17,63.83,403.00,671.00,1.75,0.00,0.00
5738,290436,15.82,64.18,408.00,680.00,1.75,0.00,0.00
5739,290443,15.82,64.18,410.00,682.00,1.75,0.00,0.00
5740,290450,14.31,65.69,404.00,693.00,1.75,0.00,0.00
5741,290457,14.49,65.51,426.00,713.00,1.75,0.00,0.00
5742,290464,13.86,66.14,423.00,717.00,1.75,0.00,0.00
5743,290470,11.82,68.18,402.00,719.00,1.75,0.00,0.00
5744,290478,9.24,70.76,395.00,741.00,1.75,0.00,0.00
5745,290485,10.04,69.96,390.00,727.00,1.75,0.00,0.00
5746,290492,7.91,72.09,370.00,731.00,1.75,0.00,0.00
5747,290498,6.31,73.69,367.00,746.00,1.75,0.00,0.00
5748,290505,6.22,73.78,363.00,743.00,1.75,0.00,0.00
5749,290512,5.86,74.14,349.00,733.00,1.75,0.00,0.00
5750,290519,5.33,74.67,352.00,742.00,1.75,0.00,0.00
5751,290526,7.55,72.45,373.00,738.00,1.75,0.00,0.00
5752,290533,10.31,69.69,382.00,716.00,1.75,0.00,0.00
5753,290540,11.37,68.63,393.00,715.00,1.75,0.00,0.00
5754,290547,12.09,67.91,389.00,703.00,1.75,0.00,0.00
5755,290553,15.37,64.63,395.00,672.00,1.75,0.00,0.00
5756,290561,13.42,66.58,380.00,679.00,1.75,0.00,0.00
5757,290568,13.33,66.67,393.00,693.00,1.75,0.00,0.00
5758,290575,16.09,63.91,393.00,662.00,1.75,0.00,0.00
5759,290582,18.04,61.96,398.00,645.00,1.75,0.00,0.00
5760,290588,19.29,60.71,395.00,628.00,1.75,0.00,0.00
5761,290595,20.62,59.38,387.00,605.00,1.75,0.00,0.00
5762,290603,22.04,57.96,381.00,583.00,1.75,0.00,0.00
5763,290610,21.86,58.14,367.00,571.00,1.75,0.00,0.00
5764,290617,22.93,57.07,358.00,550.00,1.75,0.00,0.00
5765,290623,20.89,59.11,355.00,570.00,1.75,0.00,0.00
5766,290630,22.04,57.96,363.00,565.00,1.75,0.00,0.00
5767,290637,20.89,59.11,356.00,571.00,1.75,0.00,0.00
5768,290644,20.62,59.38,365.00,583.00,1.75,0.00,0.00
5769,290652,19.73,60.27,350.00,578.00,1.75,0.00,0.00
5770,290659,19.02,60.98,347.00,583.00,1.75,0.00,0.00
5771,290665,18.31,61.69,350.00,594.00,1.75,0.00,0.00
5772,290672,18.58,61.42,356.00,597.00,1.75,0.00,0.00
5773,290679,20.35,59.65,363.00,584.00,1.75,0.00,0.00
5774,290686,24.09,55.91,372.00,551.00,1.75,0.00,0.00
5775,290694,21.86,58.14,361.00,565.00,1.75,0.00,0.00
5776,290700,19.64,60.36,364.00,593.00,1.75,0.00,0.00
5777,290707,17.33,62.67,354.00,609.00,1.75,0.00,0.00
5778,290714,15.02,64.98,341.00,622.00,1.75,0.00,0.00
5779,290721,14.93,65.07,330.00,612.00,1.75,0.00,0.00
5780,290728,13.24,66.76,332.00,633.00,1.75,0.00,0.00
5781,290735,12.44,67.56,333.00,643.00,1.75,0.00,0.00
5782,290742,13.60,66.40,339.00,636.00,1.75,0.00,0.00
5783,290749,15.11,64.89,348.00,628.00,1.75,0.00,0.00
5784,290756,16.35,63.65,365.00,631.00,1.75,0.00,0.00
5785,290763,13.69,66.31,371.00,667.00,1.75,0.00,0.00
5786,290769,11.82,68.18,368.00,685.00,1.75,0.00,0.00
5787,290777,12.53,67.47,374.00,683.00,1.75,0.00,0.00
5788,290784,11.82,68.18,365.00,682.00,1.75,0.00,0.00
5789,290791,11.82,68.18,355.00,672.00,1.75,0.00,0.00
5790,290798,13.69,66.31,361.00,657.00,1.75,0.00,0.00
5791,290804,14.75,65.25,358.00,642.00,1.75,0.00,0.00
5792,290811,14.22,65.78,332.00,622.00,1.75,0.00,0.00
5793,290819,11.73,68.27,321.00,639.00,1.75,0.00,0.00
5794,290826,6.31,73.69,311.00,690.00,1.75,0.00,0.00
5795,290833,5.33,74.67,295.00,685.00,1.75,0.00,0.00
5796,290839,5.33,74.67,296.00,686.00,1.75,0.00,0.00
5797,290846,5.86,74.14,305.00,689.00,1.75,0.00,0.00
5798,290853,5.60,74.40,301.00,688.00,1.75,0.00,0.00
5799,290860,6.22,73.78,303.00,683.00,1.75,0.00,0.00
5800,290867,7.91,72.09,309.00,670.00,1.75,0.00,0.00
5801,290874,9.51,70.49,306.00,649.00,1.75,0.00,0.00
5802,290881,12.62,67.38,310.00,618.00,1.75,0.00,0.00
5803,290887,14.22,65.78,315.00,605.00,1.75,0.00,0.00
5804,290894,13.60,66.40,314.00,611.00,1.75,0.00,0.00
5805,290902,13.15,66.85,313.00,615.00,1.75,0.00,0.00
5806,290909,13.15,66.85,306.00,608.00,1.75,0.00,0.00
5807,290916,14.04,65.96,311.00,603.00,1.75,0.00,0.00
5808,290923,13.86,66.14,314.00,608.00,1.75,0.00,0.00
5809,290929,14.31,65.69,315.00,604.00,1.75,0.00,0.00
5810,290936,15.46,64.54,320.00,596.00,1.75,0.00,0.00
5811,290944,15.73,64.27,323.00,596.00,1.75,0.00,0.00
5812,290951,15.55,64.45,320.00,595.00,1.75,0.00,0.00
5813,290958,15.64,64.36,328.00,602.00,1.75,0.00,0.00
5814,290964,14.22,65.78,338.00,628.00,1.75,0.00,0.00
5815,290971,11.55,68.45,335.00,655.00,1.75,0.00,0.00
5816,290978,9.77,70.23,334.00,674.00,1.75,0.00,0.00
5817,290985,9.77,70.23,336.00,676.00,1.75,0.00,0.00
5818,290992,10.13,69.87,333.00,669.00,1.75,0.00,0.00
5819,290999,9.86,70.14,324.00,663.00,1.75,0.00,0.00
5820,291006,8.53,71.47,321.00,675.00,1.75,0.00,0.00
5821,291013,7.02,72.98,317.00,688.00,1.75,0.00,0.00
5822,291019,7.11,72.89,319.00,689.00,1.75,0.00,0.00
5823,291026,7.37,72.63,318.00,685.00,1.75,0.00,0.00
5824,291034,6.93,73.07,316.00,688.00,1.75,0.00,0.00
5825,291040,6.31,73.69,313.00,692.00,1.75,0.00,0.00
5826,291047,5.77,74.23,309.00,694.00,1.75,0.00,0.00
5827,291054,5.33,74.67,307.00,697.00,1.75,0.00,0.00
5828,291061,5.06,74.94,308.00,701.00,1.75,0.00,0.00
5829,291067,5.68,74.32,311.00,697.00,1.75,0.00,0.00
5830,291075,7.64,72.36,311.00,675.00,1.75,0.00,0.00
5831,291082,9.69,70.31,312.00,653.00,1.75,0.00,0.00
5832,291089,9.69,70.31,314.00,655.00,1.75,0.00,0.00
5833,291095,8.80,71.20,319.00,670.00,1.75,0.00,0.00
5834,291102,9.33,70.67,329.00,674.00,1.75,0.00,0.00
5835,291109,12.00,68.00,343.00,658.00,1.75,0.00,0.00
5836,291117,14.66,65.34,346.00,631.00,1.75,0.00,0.00
5837,291123,16.62,63.38,351.00,614.00,1.75,0.00,0.00
5838,291130,18.04,61.96,367.00,614.00,1.75,0.00,0.00
5839,291137,18.58,61.42,377.00,618.00,1.75,0.00,0.00
5840,291144,18.66,61.34,387.00,627.00,1.75,0.00,0.00
5841,291151,20.00,60.00,399.00,624.00,1.75,0.00,0.00
5842,291158,21.86,58.14,410.00,614.00,1.75,0.00,0.00
5843,291165,23.55,56.45,425.00,610.00,1.75,0.00,0.00
5844,291172,24.00,56.00,437.00,617.00,1.75,0.00,0.00
5845,291179,23.29,56.71,431.00,619.00,1.75,0.00,0.00
5846,291186,22.04,57.96,421.00,623.00,1.75,0.00,0.00
5847,291192,21.69,58.31,426.00,632.00,1.75,0.00,0.00
5848,291200,22.04,57.96,424.00,626.00,1.75,0.00,0.00
5849,291207,20.18,59.82,407.00,630.00,1.75,0.00,0.00
5850,291214,15.82,64.18,394.00,666.00,1.75,0.00,0.00
5851,291221,15.91,64.09,396.00,667.00,1.75,0.00,0.00
5852,291228,12.97,67.03,379.00,683.00,1.75,0.00,0.00
5853,291234,10.13,69.87,359.00,695.00,1.75,0.00,0.00
5854,291241,7.73,72.27,349.00,712.00,1.75,0.00,0.00
5855,291249,6.22,73.78,368.00,748.00,1.75,0.00,0.00
5856,291255,6.48,73.52,376.00,753.00,1.75,0.00,0.00
5857,291262,8.00,72.00,377.00,737.00,1.75,0.00,0.00
5858,291269,9.77,70.23,395.00,735.00,1.75,0.00,0.00
5859,291276,9.60,70.40,405.00,747.00,1.75,0.00,0.00
5860,291282,8.62,71.38,413.00,766.00,1.75,0.00,0.00
5861,291290,9.51,70.49,419.00,762.00,1.75,0.00,0.00
5862,291297,9.51,70.49,408.00,751.00,1.75,0.00,0.00
5863,291304,9.69,70.31,408.00,749.00,1.75,0.00,0.00
